RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7226,15637855,Mazzanti,850,France,Female,37,9,0,2,0,0,124608.83,0
 7227,15684566,Bennett,783,Spain,Male,38,3,0,2,0,0,139869.1,0
7228,15591469,Nnaife,664,France,Female,41,8,0,2,1,1,190130.75,0
7229,15738331,Christie,677,France,Male,34,1,0,2,0,0,116660.76,0 
6014,15627999,Chiang,618,France,Male,47,1,0,2,1,1,132777.59,0
6015,15629263,Uspensky,631,Germany,Male,41,8,172343.77,2,1,1,178304.68,0
6016,15622462,Onyekaozulu,621,Spain,Female,32,7,0,1,1,1,157780.2,0
 6017,15795783,McIntosh,649,Spain,Female,42,3,0,2,1,0,45753.11,0
6018,15776655,Lucciano,630,France,Male,41,8,0,2,1,0,145517.78,0
6019,15592646,Onyekaozulu,683,France,Male,43,8,0,2,0,0,121632.94,0 
1808,15763497,Hodges,572,Germany,Female,41,6,128674.88,2,1,1,159599.43,0
1809,15802890,Hudson,555,Spain,Male,36,9,0,2,1,0,151426.67,0
1810,15768573,Hodgson,711,France,Female,33,3,0,2,1,1,84547.21,0
 1811,15780124,Smith,741,Germany,Male,25,4,84546.39,1,1,0,94995.87,0
1812,15752339,Y?,743,France,Male,43,2,0,2,1,1,93810.88,0
1813,15742319,Nixon,635,France,Female,43,3,0,1,1,1,145782.33,0 
3621,15592364,Kerry,637,Germany,Female,33,9,124965.36,2,0,0,69047.94,0
3622,15693462,Gardiner,722,Germany,Female,43,2,107559.96,2,1,1,179915.95,0
3623,15572368,Hale,686,France,Female,41,8,0,1,1,0,79487.08,1
 3624,15584521,Kao,737,France,Female,35,1,0,2,1,0,81233.22,0
3625,15664609,McGregor,585,Spain,Male,36,6,0,2,1,1,132426.06,0
3626,15780994,Iloerika,729,Spain,Male,52,9,0,2,1,1,157999.98,0 
2820,15703659,Ridgway,739,France,Female,52,7,0,1,1,1,83684.85,0
2821,15662713,T'ien,715,Germany,Female,42,2,120811.41,2,0,0,149200.27,0
2822,15638659,Findlay,732,Germany,Female,63,10,121645.14,1,1,1,171076.93,1
 2823,15651458,Crawford,474,France,Male,32,10,0,1,1,0,54799.94,0
2824,15690172,Houghton,706,Germany,Male,41,3,161470.54,1,1,1,152964.48,0
2825,15627994,Chiu,725,France,Female,35,1,0,2,1,1,106413.95,0 
2778,15695744,Moretti,582,France,Male,32,8,0,2,1,0,4050.02,0
2779,15783545,Kodilinyechukwu,653,France,Female,38,0,0,2,1,1,3775.32,0
2780,15697763,Zikoranachukwudimma,583,Spain,Female,30,4,0,2,1,0,1458.68,0
 2781,15773092,Lawrence,749,France,Male,36,7,0,2,1,1,66179.06,0
2782,15743442,Burton,588,France,Female,35,4,0,2,1,0,10969.67,0
2783,15703529,Brown,474,France,Male,41,9,181317.98,1,1,1,63957.6,0 
3760,15608500,Otutodilichukwu,660,Germany,Male,33,8,138393.81,1,1,0,128740.15,1
3761,15776010,Onyekachukwu,796,Spain,Male,36,1,73652.37,1,0,0,172328.47,0
3762,15692706,Cartwright,684,France,Female,36,8,0,1,1,1,183590.64,0
 3763,15681002,Hale,548,France,Female,35,1,128909.15,2,0,0,117094.66,0
3764,15641802,Sabbagh,698,Spain,Male,32,2,0,2,1,0,67717.23,0
3765,15643015,Nnachetam,527,France,Female,35,2,0,2,1,1,162393.42,0 
9037,15715949,Cox,549,Spain,Female,32,3,0,2,1,1,150244.11,0
9038,15594915,Chukwujamuike,790,France,Male,39,2,0,2,1,1,67448.71,0
9039,15660378,Ignatiev,746,France,Male,50,1,0,1,1,0,11812.43,0
 9040,15773904,Ferguson,702,France,Male,37,9,0,2,1,1,135290.18,0
9041,15769784,Altman,533,France,Male,34,4,0,2,0,0,191421.62,0
9042,15628350,Bateson,555,Germany,Female,42,2,135312.04,1,1,0,176310.22,1 
3547,15687799,Chuang,719,France,Male,50,1,143752.94,1,1,0,143537.5,1
3548,15749055,Yin,738,Spain,Female,42,3,0,2,0,0,60485.67,0
3549,15628333,Boyle,516,France,Female,39,5,0,2,1,1,169997.86,0
 3550,15604412,Boyle,555,Spain,Male,32,3,67793.12,2,0,1,121346.8,0
3551,15780405,Lucciano,603,France,Male,30,4,0,2,1,1,121805.07,0
3552,15789915,Lamb,746,Germany,Male,52,10,131534.75,1,1,1,93579.33,1 
1385,15709142,Aksenov,601,France,Female,31,6,0,2,1,1,98178.08,0
1386,15627446,Pai,850,Germany,Female,51,0,156595.15,1,0,0,143960.67,1
1387,15710631,Niu,819,Spain,Female,41,7,0,2,1,1,100814.64,0
 1388,15772441,T'ien,762,France,Male,44,1,0,1,1,1,126385.37,0
1389,15616779,K?,729,Germany,Male,27,5,121898.35,2,0,0,17079.6,0
1390,15676846,Pons,580,France,Male,42,1,0,2,1,1,25058.13,0 
7880,15682950,Kanayochukwu,574,France,Female,39,2,0,2,1,1,176051.43,0
7881,15677568,Morrison,643,France,Male,39,3,0,2,1,1,159130.27,0
7882,15585739,Yeh,739,France,Female,37,1,0,2,1,1,139998.71,0
 7883,15790544,Ferguson,288,Spain,Female,50,5,125400.15,1,1,1,145857.01,1
7884,15585520,Perry,475,France,Male,35,4,0,2,0,0,36436.12,0
7885,15608081,Pan,724,France,Male,37,9,0,2,1,0,156581.49,0 
9468,15741770,Aitken,515,France,Male,36,2,0,1,1,1,185312.9,0
9469,15684883,Cremonesi,801,Germany,Female,29,2,156924.43,2,1,0,149958.43,0
9470,15721880,Frolova,621,France,Female,31,9,0,2,1,1,167219.41,0
 9471,15782706,Izmailov,605,France,Male,35,3,122877.33,1,1,0,146669.64,0
9472,15643540,Udinese,670,Spain,Male,36,8,0,2,1,1,171779.25,0
9473,15596529,Baresi,528,Spain,Male,32,9,0,2,0,1,153875.79,0 
5410,15647451,Rendall,549,France,Female,28,3,116438.92,1,0,0,14937.21,0
5411,15673567,Lettiere,735,France,Female,32,9,0,2,1,1,12354.11,0
5412,15572408,Fanucci,581,Germany,Male,34,7,153216.32,2,0,0,105701.79,0
 5413,15665433,Henderson,850,Germany,Male,39,3,109764.2,2,1,0,118538.9,0
5414,15721002,Kirby,773,Germany,Male,26,4,130933.07,1,1,1,169660.21,0
5415,15735948,Chiganu,717,France,Female,38,9,0,2,1,0,15787.03,0 
2344,15694413,Aitken,671,France,Male,52,1,0,1,1,0,169536.03,1
2345,15790428,Ikenna,637,France,Male,36,1,0,2,0,0,140181.28,0
2346,15805983,Abramovich,646,France,Female,32,10,0,2,0,0,178935.53,0
 2347,15714239,Ch'iu,850,Spain,Female,34,5,0,2,1,0,146793.95,0
2348,15746584,Goddard,660,France,Female,26,1,128020.55,2,0,0,157786.03,1
2349,15603618,Woronoff,655,Germany,Female,38,2,94708.2,1,1,1,180139.56,0 
1957,15565992,Yen,850,Spain,Male,32,1,0,1,1,0,123902.66,0
1958,15653388,Lombardo,792,France,Female,46,2,0,1,0,0,124788.09,0
1959,15790379,Lo,773,France,Male,35,6,0,2,1,1,156598.07,0
 1960,15687971,McMillan,633,Germany,Female,38,1,131890.3,3,0,0,107932.71,1
1961,15669136,Palerma,653,France,Male,41,5,0,2,1,1,160152.14,0
1962,15629075,Gallo,543,France,Male,29,8,0,2,1,0,173543.89,0 
6476,15643738,Chukwuebuka,546,Germany,Female,34,6,82946.75,2,1,0,142473.8,0
6477,15697030,Giles,582,Spain,Male,46,2,0,1,1,1,77572.43,0
6478,15594494,Ferguson,650,France,Male,34,5,0,2,1,0,92876.73,0
 6479,15762963,Davies,557,Spain,Male,35,5,0,2,1,0,162881.73,0
6480,15647752,Lettiere,738,France,Male,44,1,0,2,1,0,133321.13,0
6481,15703903,Ch'in,685,France,Male,46,9,0,2,1,1,1689.74,0 
946,15597792,Warner,687,France,Female,32,1,97485.97,1,1,1,148045.08,0
947,15782761,Fanucci,850,Germany,Male,32,5,113740.9,1,1,1,176908.71,0
948,15563341,Brown,619,Spain,Male,49,3,0,1,1,0,131538.3,1
 949,15598940,Chiu,672,Spain,Male,43,8,0,2,1,1,55323.08,0
950,15725300,Yashina,731,France,Male,39,4,0,2,1,1,160136.38,0
951,15674396,Parry,827,Spain,Female,47,1,0,2,1,1,179662.65,0 
1954,15684441,Milano,823,France,Male,43,1,0,2,1,1,115948.81,0
1955,15685823,White,605,Spain,Male,57,9,0,1,1,1,128200.04,1
1956,15683547,H?,721,France,Female,43,6,0,2,1,1,31808.86,0
 1957,15769346,Ch'en,775,France,Male,34,4,0,1,1,1,83426.89,0
1958,15638581,MacDonald,749,Spain,Female,38,6,0,1,1,1,166685.24,0
1959,15804026,Pagnotto,645,Spain,Male,42,5,0,2,1,1,178654.2,0 
3400,15657190,Calabrese,547,France,Female,41,9,0,1,1,1,166400.02,0
3401,15662381,Folliero,850,Germany,Female,51,3,135590.43,1,1,0,8089.04,1
3402,15700885,Cameron,600,France,Female,35,5,0,1,1,1,85363.53,0
 3403,15687504,Kao,794,France,Female,38,9,0,2,0,0,197224.1,0
3404,15693029,Akobundu,579,France,Male,42,3,0,1,1,0,129725.63,1
3405,15693732,Garry,607,Spain,Male,43,1,0,1,1,1,57315.49,0 
7495,15774244,Coles,736,France,Male,40,3,113903.57,1,1,0,157936.97,1
7496,15670348,Hs?,680,France,Male,39,5,0,2,1,1,103565.29,0
7497,15771518,Boyle,639,France,Male,38,5,173930.91,1,1,1,183695.85,0
 7498,15614760,Sutherland,715,France,Female,40,4,0,2,1,1,170980.89,0
7499,15641613,Tien,657,France,Female,37,3,101744.72,1,1,1,105893.13,0
7500,15756070,Mackenzie,742,France,Female,39,1,0,2,0,1,139430.61,0 
6174,15715170,Lo Duca,779,Germany,Male,41,1,144001.8,1,1,0,103792.6,0
6175,15723567,Yefimova,636,France,Male,30,2,130150.85,1,1,1,117839.42,0
6176,15691969,Ch'ang,674,France,Female,41,1,0,1,1,0,193227.23,1
 6177,15791326,Olisaemeka,779,France,Female,46,9,0,2,0,0,163859.24,1
6178,15693969,Kang,567,France,Female,39,4,0,2,1,1,165890.68,0
6179,15702884,Ndubueze,850,France,Male,37,6,0,2,1,0,159959.28,0 
2955,15593146,McGregor,603,France,Female,23,4,0,2,1,1,104850.3,0
2956,15615136,H?,638,France,Female,34,9,0,2,1,1,102379.8,0
2957,15750697,McIntyre,467,France,Male,34,2,0,2,0,0,1665.5,0
 2958,15786868,Katz,539,Germany,Male,32,8,104470.7,2,1,1,148906.9,0
2959,15655335,Hou,699,France,Male,33,1,0,3,1,0,93343.9,0
2960,15612451,Ford,633,France,Female,36,8,0,2,1,1,94516.8,0 
4202,15731036,Hou,706,Spain,Female,41,9,0,2,1,1,143399.52,0
4203,15618339,Wilson,634,Germany,Female,40,8,110078.08,1,1,1,117048.42,0
4204,15759995,Fiorentino,625,France,Female,36,6,0,1,1,1,144655.9,0
 4205,15775006,Stevenson,678,France,Male,39,4,0,2,1,0,169934.24,0
4206,15614437,Hsia,543,Germany,Male,45,9,113088.67,1,1,1,141780.76,1
4207,15709523,Maclean,731,Spain,Male,40,8,0,2,1,1,156619.41,0 
7497,15590754,Buccho,540,Germany,Male,38,5,133020.88,1,1,1,141178.16,0
7498,15603784,Kruglov,586,Germany,Male,38,2,135482.09,2,1,0,107724.68,0
7499,15629196,Ibbott,543,France,Female,31,3,0,2,0,1,124630.02,0
 7500,15753659,Mao,552,France,Male,37,8,111465.48,1,1,0,148477.8,0
7501,15771732,Chiemela,814,Germany,Female,25,7,100661.05,1,1,1,182378.18,0
7502,15772843,Pisano,716,France,Female,42,4,0,2,1,1,79418.43,0 
764,15774724,Ferrari,609,Germany,Male,37,1,142889.21,2,1,0,174171.9,0
765,15774139,Hsing,602,France,Male,35,1,0,1,0,0,97799.33,0
766,15796095,Chung,850,Spain,Male,45,8,0,2,1,1,145367.4,0
 767,15714573,Yang,698,Spain,Male,34,9,0,2,1,1,151761.82,0
768,15672267,Ritchie,614,Spain,Male,50,3,132064.17,1,1,1,176893.8,1
769,15799129,Gibson,614,France,Female,61,2,100611.44,1,0,1,182291.47,0 
539,15791582,Ugochukwutubelum,652,Spain,Female,37,7,0,2,1,0,18699.3,1
540,15583059,Ch'ang,608,Germany,Male,47,3,103342.31,2,0,1,9934.05,0
541,15804870,Tsui,679,Germany,Male,50,8,135813.39,1,1,1,93858.2,0
 542,15626373,Wu,738,France,Female,32,1,0,2,1,1,170765.02,0
543,15634477,Mishina,738,France,Male,39,5,0,2,1,0,52384.42,0
544,15749480,Cheng,543,France,Male,54,9,0,1,1,1,142862.99,0 
1549,15697895,Buccho,596,Germany,Female,46,8,131738.56,2,0,1,94766.9,0
1550,15729578,Arcuri,733,France,Male,36,4,110870.59,1,0,0,120708.67,0
1551,15659947,Rowe,731,Spain,Male,37,3,118058.23,1,1,0,184650.63,0
 1552,15786410,Lucchese,552,France,Male,42,2,0,2,1,1,54354.65,0
1553,15802454,Duncan,717,Spain,Male,34,8,0,2,1,1,184952.25,0
1554,15607411,Tsui,737,Germany,Female,25,0,91130.78,2,1,0,161002.21,0 
4467,15607140,Shaw,594,Spain,Male,21,1,0,2,1,1,179016.02,0
4468,15674353,Walters,564,Spain,Male,53,8,123780.36,1,1,1,90307.43,0
4469,15686310,Chidubem,824,Germany,Female,34,5,109007.51,1,1,1,156250.62,0
 4470,15770136,Hsu,739,Germany,Male,35,4,127973.77,2,0,0,94875.21,0
4471,15792945,Shen,751,Germany,Female,32,4,82975.4,1,1,1,163533.49,0
4472,15654329,Sullivan,614,France,Male,41,3,0,1,1,0,61497.07,1 
2695,15658022,Robertson,664,France,Male,37,8,0,2,1,1,186200.94,0
2696,15755908,Iqbal,579,France,Female,32,4,0,1,1,1,171167.65,0
2697,15769643,Munro,693,France,Male,26,3,0,2,1,0,945.55,0
 2698,15782713,Tuan,732,Germany,Male,32,9,93945.55,1,1,1,37618.97,0
2699,15771737,Boniwell,629,Germany,Male,35,5,104796.97,1,1,0,143499.89,1
2700,15599271,Lucchese,569,France,Female,35,10,0,1,1,1,169898.6,0 
9644,15593574,Enyinnaya,741,France,Male,37,1,0,2,1,0,49621.82,0
9648,15656543,Yudina,844,Germany,Female,47,7,99343.84,1,1,1,132128.59,1
9649,15649677,Fan,716,France,Male,32,9,0,2,1,0,131692.23,0
 9650,15683991,Sidorova,642,Spain,Female,42,0,0,1,1,1,129318.85,0
9651,15604562,Chin,712,France,Male,65,2,0,3,1,0,172654.28,1
9652,15636164,Dawson,664,France,Male,31,3,0,2,1,0,127721.14,0 
6951,15707730,Welsh,539,France,Male,33,6,0,2,1,0,66563.1,0
6952,15683586,Findlay,749,France,Male,29,7,0,1,1,0,103411.8,0
6953,15767287,Buccho,645,Spain,Male,35,2,0,2,1,1,141938.9,0
 6954,15788324,Jen,529,France,Female,34,6,124823.9,1,1,0,103594.8,0
6955,15665614,T'an,850,France,Male,51,3,89184.9,1,0,0,75010.1,1
6956,15594901,Chung,614,Spain,Male,38,4,131107.8,1,1,0,60117.5,1 
7808,15780708,Chizuoke,676,France,Male,31,3,922212.47,1,1,0,68893.92,0
7809,15765439,Hunter,619,France,Male,58,4,0,1,1,1,963.04,1
7810,15705607,H?,654,France,Male,34,1,0,2,1,1,14159.63,0
 7811,15759246,Kung,580,France,Female,26,8,0,1,0,0,194420.41,0
7812,15684985,Law,624,France,Male,33,7,0,2,1,1,868.53,0
7813,15693881,Ricci,733,Germany,Male,38,5,120602.13,1,1,0,41430.36,0 
3075,15652960,Bergamaschi,676,France,Female,47,1,0,2,1,0,160810.54,0
3076,15682058,Nnachetam,678,Germany,Female,41,3,107584.57,2,1,0,175520.41,0
3077,15622514,McIntyre,680,France,Male,35,2,0,2,1,1,73260.16,0
 3078,15644021,Manfrin,746,France,Male,31,7,0,2,0,0,27202.01,0
3079,15632877,Nnamutaezinwa,734,Spain,Male,38,6,0,2,1,1,48657.95,0
3080,15796833,Ward,698,France,Male,32,8,143648.14,1,1,1,90344.2,0 
9262,15640298,Walker,562,France,Female,40,6,0,2,0,1,10035.65,0
9263,15793704,McKay,720,Germany,Male,36,4,158103.45,1,1,1,166135.64,0
9264,15648811,Welch,636,France,Male,51,1,0,1,0,0,99662.02,1
 9265,15792268,Huang,627,France,Male,29,2,153426.99,1,0,1,51680.09,0
9266,15748235,Olisanugo,794,France,Male,36,2,0,2,1,0,80838.81,0
9267,15781612,Genovese,597,France,Female,29,6,0,2,1,1,104318.46,0 
8558,15622270,Mai,724,Germany,Male,28,9,99688.81,1,1,0,85423.15,0
8559,15750179,Banks,657,France,Male,32,0,0,2,1,1,178448.65,0
8560,15587873,Feng,513,France,Male,35,2,0,2,1,0,166778.54,0
 8561,15771191,Kerr,850,Spain,Male,39,2,0,2,1,1,95980.56,0
8562,15666905,Hughes,802,France,Male,50,6,0,2,1,1,56582.26,0
8563,15573534,Fleming,670,France,Male,32,8,0,1,1,0,135439.57,0 
4776,15611409,Norman,817,France,Male,37,2,0,2,0,0,160766.18,0
4777,15797822,Ibrahimova,559,Germany,Female,55,8,121764.94,1,1,1,190248.19,1
4778,15624709,Ibrahimov,832,France,Male,37,1,0,2,1,1,113038.2,0
 4779,15615560,Kodilinyechukwu,743,Spain,Male,29,6,0,2,1,0,151801.65,0
4780,15642650,K?,619,Germany,Male,29,10,122550.56,1,0,1,3490.8,0
4781,15673694,Tsao,831,France,Male,34,3,0,2,0,1,35656.79,0 
3801,15652942,Anderson,737,Spain,Female,37,5,0,2,1,0,53109.05,0
3802,15792597,Kosová,708,Germany,Male,43,4,93948.48,2,0,1,87831.15,0
3803,15588764,Gill,743,Germany,Male,35,7,190251.99,1,1,0,195735.24,0
 3804,15709460,Chukwukere,607,France,Male,35,3,121384.25,1,1,0,141492.85,0
3805,15684920,Burdick,629,France,Female,26,8,0,2,1,0,122247.46,0
3806,15734042,Chinweike,738,Germany,Female,39,5,91532.88,1,1,0,162497.51,0 
2390,15667857,Chuang,596,France,Male,38,9,0,2,1,1,160482.18,0
2391,15574534,Miller,715,France,Female,42,3,0,2,1,1,66141.68,0
2392,15591751,Lucchese,711,Spain,Female,31,7,0,2,1,1,135445.11,0
 2393,15649934,Barnet,742,France,Female,40,0,0,2,1,1,133088.68,0
2394,15726394,Yeh,689,France,Female,46,10,0,1,1,1,114918.75,1
2395,15669991,Manna,670,France,Male,37,4,0,2,1,0,140571.69,0 
117,15737240,Kirillova,615,France,Male,37,10,0,2,1,1,139600.31,0
118,15729671,Bergamaschi,725,France,Female,36,10,0,2,1,1,177073.33,0
119,15632499,Beneventi,744,France,Male,39,8,0,2,1,0,1599.14,0
 120,15627893,Lord,633,Spain,Male,53,9,0,2,1,1,1587.42,0
121,15748977,Briggs,838,France,Male,37,4,0,2,1,1,57117.21,0
122,15725086,Lo Duca,735,France,Male,26,4,0,2,1,0,94911.06,0 
8006,15695325,Dyer,615,Spain,Female,41,1,125081.77,1,0,0,192882.54,1
8020,15641470,Bogolyubov,523,Germany,Male,39,8,109702.78,1,1,1,80977.66,0
8021,15625416,Trevisano,587,France,Male,33,2,0,2,1,1,29649.11,0
 8022,15752955,Davison,698,Spain,Male,46,8,0,1,1,1,123844.04,0
8023,15678919,Bazhenov,734,France,Male,48,2,143935.44,2,1,1,122272.58,0
8024,15738207,Simmons,593,France,Female,38,4,0,2,1,0,182250.3,0 
4379,15805074,Pirozzi,609,Spain,Male,39,9,0,2,1,1,127268.83,0
4380,15787918,Hawkins,539,Spain,Female,33,3,0,2,0,1,174120.8,0
4381,15608569,Williams,611,France,Male,39,3,0,2,1,1,130128.11,0
 4382,15784557,Chinweike,621,France,Male,35,6,0,2,1,0,84286.94,0
4383,15757187,Chienezie,705,Spain,Male,41,0,0,1,1,0,162973.56,0
4384,15777592,Shaw,743,Spain,Male,54,9,121716.47,1,1,1,63549.46,0 
567,15649425,Chia,662,Spain,Female,19,8,0,1,1,1,161909.91,0
568,15727365,Pisano,645,Germany,Female,31,3,149247.88,2,1,0,28573.83,0
569,15783785,Chidiebere,637,Spain,Male,35,8,132827.82,1,1,1,146035.91,0
 570,15706516,Buccho,734,Spain,Male,39,7,178070.56,1,0,0,153170.18,0
571,15582787,Shih,545,Germany,Male,35,0,156169.17,2,1,1,132816.36,0
572,15664594,Lucciano,721,France,Female,40,7,0,2,1,0,182751.36,0 
1949,15704668,Kerr,616,Spain,Male,30,3,0,2,1,0,124414.35,0
1950,15766088,Pai,627,Germany,Female,32,8,149390.32,2,1,0,153113.54,0
1951,15794922,Kalinin,579,Germany,Female,42,3,165840.69,1,1,0,54255.1,1
 1952,15746237,Chukwujekwu,619,Germany,Male,33,4,114511.73,1,1,0,188376.66,0
1953,15689929,Lavrentiev,640,Germany,Female,28,4,129852.59,2,1,1,31367.54,0
1954,15589728,Kao,642,France,Female,37,3,0,2,1,1,150835.27,0 
9619,15649413,Meng,773,France,Male,30,3,0,2,1,1,93527.48,0
9620,15747100,Eberegbulam,708,Germany,Female,51,2,93335.34,1,0,0,10051.61,1
9621,15673782,Chang,638,France,Male,31,4,0,2,0,0,16250.92,0
 9622,15587509,Calabrese,550,France,Male,53,1,128902.52,1,1,0,29276.42,1
9623,15606981,Okonkwo,705,France,Male,22,0,0,2,1,0,95943.68,0
9624,15688963,Kennedy,717,France,Male,38,2,143951.98,1,1,1,26383.37,0 
2295,15622530,Chin,753,France,Female,36,6,122669.59,1,1,0,23603.04,0
2296,15592034,Ma,749,France,Male,44,3,0,2,1,0,166367.2,0
2297,15651767,Liao,332,France,Male,36,5,125815.24,1,1,1,151533.95,0
 2298,15739011,Ferguson,812,Spain,Female,53,5,0,1,1,1,155644.4,1
2299,15616076,Wang,669,France,Male,30,8,0,2,1,1,190514.39,0
2300,15595526,Nixon,721,France,Female,48,0,0,3,1,0,111909.05,1 
5599,15665841,Buchanan,794,Spain,Male,45,3,0,1,1,1,21810.39,0
5600,15681648,Keen,547,Germany,Male,39,7,99199.51,2,1,1,77483.14,0
5601,15586595,Buccho,696,France,Male,30,3,0,2,1,1,162872.86,0
 5602,15725937,Moore,693,Germany,Male,39,6,153628.65,1,1,1,168493.34,0
5603,15694483,Pisani,850,Germany,Female,43,5,79917.24,2,1,1,114478.38,0
5604,15603846,Chambers,627,Spain,Male,72,1,0,2,1,1,193087.23,0 
5222,15586785,Shih,623,France,Male,33,3,0,2,0,1,56014.1,0
5223,15674410,Hsing,635,Spain,Female,52,1,0,1,1,1,128800.66,0
5224,15574040,Lombardi,636,France,Male,26,10,0,2,0,0,64501.17,0
 5225,15653920,Hs?,652,Germany,Female,48,2,106000.51,1,0,1,102919.32,1
5226,15593310,Chiu,730,Germany,Female,26,2,124045.69,2,1,0,26209.92,0
5227,15615858,Hs?,723,France,Male,33,4,0,2,1,1,82294.74,0 
621,15596031,Chizuoke,621,France,Female,48,4,0,1,1,1,133693.75,0
622,15597280,Wright,654,France,Male,40,4,0,2,1,0,181157.65,0
623,15637200,Oliver,587,France,Female,36,8,135872.23,1,1,0,183558.8,0
 624,15766508,McIntyre,647,France,Male,39,1,0,2,1,1,141204.06,0
625,15770413,Fedorova,633,France,Male,44,9,0,2,1,0,102041.98,0
626,15672405,Beggs,650,Germany,Female,32,7,122210.07,2,1,1,124147.21,0 
8268,15746154,Chukwukere,549,France,Male,32,1,101173.13,1,1,0,190837.78,0
8269,15639952,Niu,749,France,Male,34,5,146916.19,2,1,0,16898.62,0
8270,15586697,Niu,599,France,Female,43,6,0,1,1,0,137343.8,1
 8271,15796434,Tsui,678,France,Female,41,7,124953.72,1,0,0,152914.41,1
8272,15676830,Mazzanti,691,France,Male,28,4,153771.97,1,1,1,191610.18,0
8273,15592680,Davide,507,France,Female,44,3,126989.62,2,1,1,72190.06,0 
2692,15635156,Hs?,464,France,Male,25,3,0,2,1,1,71902.89,0
2693,15689927,Hs?,681,France,Female,46,2,147635.7,1,0,1,133494.17,0
2694,15697293,Mackey,636,France,Female,29,8,136913.21,1,0,0,85888.44,0
 2695,15670088,Wright,707,France,Male,34,4,0,2,0,0,69689.41,0
2696,15626271,Hankinson,549,France,Female,40,4,0,2,1,1,95548.63,0
2697,15585984,Chidubem,664,Spain,Male,38,0,0,2,1,1,14154.51,0 
8780,15659898,Shen,614,Germany,Male,37,1,99103.61,2,1,1,782.38,0
8780,15635887,Wilson,604,Germany,Male,33,2,117024.26,1,1,1,4620.16,0
8781,15681637,Kao,651,France,Male,31,8,0,2,1,1,33358.16,0
 8782,15754974,Kao,819,France,Male,40,9,0,2,1,0,99685.5,0
8783,15751643,Wang,589,Germany,Female,39,5,143511.76,1,1,0,71909.43,1
8784,15696096,Kao,785,France,Male,32,4,0,2,1,1,126777.36,0 
6201,15725929,Norman,766,Germany,Male,35,10,134875.41,1,1,1,192652.1,0
6202,15736195,Gibson,736,France,Female,34,4,134364.71,1,1,1,143480.02,0
6203,15665162,Mackay,759,Spain,Male,33,5,0,2,1,0,116123.35,0
 6204,15672312,Ebelegbulam,638,France,Male,28,1,0,2,1,1,148860.67,0
6205,15771561,Hanson,850,France,Female,29,3,123576.02,1,1,0,91400.02,0
6206,15758521,T'ien,706,Germany,Male,29,2,174932.96,2,1,1,116528.01,0 
6807,15605982,Watson,700,France,Female,32,9,0,1,1,0,11349.7,1
6808,15684848,Chinweuba,639,Germany,Male,41,5,122288.57,1,1,0,1723.63,1
6809,15791298,Chinweuba,648,Germany,Male,38,2,141426.21,1,1,1,126356.9,0
 6810,15790263,Chinweuba,732,Spain,Male,24,9,119941.55,2,0,0,182058.98,0
6811,15801018,McIntyre,615,France,Male,49,4,0,2,1,1,133941.48,0
