RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1836,15621939,Buccho,821,Spain,Male,42,5,0,2,1,0,142707.32,0 
8161,15647062,Hill,610,France,Male,45,2,0,2,1,1,174040.48,0
8162,15603052,Barnes,793,France,Female,42,6,0,2,1,0,179532.43,0
8163,15723737,McKenzie,587,Spain,Male,41,2,116889.56,2,1,1,199387.09,0
 8164,15782747,Zhdanov,633,France,Male,35,7,0,1,1,1,172950.27,0
8165,15806939,Ch'ien,646,Germany,Female,45,8,105971.28,1,1,0,75446.38,1
8166,15696437,Chukwukere,723,France,Male,40,1,0,2,0,1,104434.68,0 
7266,15757797,Kruglov,578,Spain,Female,46,1,0,1,1,1,166896.71,0
7267,15694858,Hancock,659,France,Male,39,7,0,2,1,0,126519.82,0
7268,15584174,Watt,603,Germany,Female,36,1,153302.57,2,1,0,184660.19,0
 7269,15593685,Ch'ang,850,France,Female,58,5,96304.54,2,1,1,170792.12,0
7270,15709362,Pan,664,France,Female,34,8,0,2,1,0,117921.04,0
7271,15605198,Nnanna,561,France,Female,36,4,0,2,1,0,102064.41,0 
8140,15728361,Chinomso,639,France,Female,30,8,0,2,1,1,81902.28,0
8141,15659637,Gardener,671,France,Male,36,6,168067.11,1,1,1,21911.45,0
8142,15693078,Booth,616,France,Male,32,9,0,2,1,1,1245.46,0
 8143,15743978,Kang,619,Spain,Male,31,4,0,2,0,1,190182.96,0
8144,15581856,Kuo,703,Germany,Female,45,3,85422.03,1,1,0,71356.14,1
8145,15762494,Chiang,412,France,Female,39,2,118077.89,1,1,0,94839.49,0 
3821,15752908,Chiu,735,France,Male,27,2,0,2,1,0,9373.62,0
3822,15572962,Liu,530,France,Male,33,7,0,2,1,0,106961.84,0
3823,15686927,O'Meara,639,Germany,Male,41,3,81051.56,1,1,0,104277.18,1
 3824,15701891,Cameron,809,France,Female,30,4,0,2,0,0,1683.14,0
3825,15574534,Burgess,550,Spain,Female,38,7,0,2,0,1,107849.59,0
3826,15651037,Chinwendu,850,France,Male,36,9,0,2,1,0,136492.47,0 
8240,15744273,Fang,699,France,Male,40,8,123574.14,1,1,1,9813.03,0
8241,15765349,Ginikanwa,637,France,Female,26,7,0,2,0,0,16150.2,0
8242,15779629,Singh,712,France,Male,38,2,0,2,1,0,92467.88,0
 8243,15641952,Pinto,721,France,Male,28,1,0,2,0,0,139222.97,0
8244,15753669,Shen,725,France,Female,41,1,84598.4,1,1,0,193962.82,1
8245,15717357,Maughan,547,France,Female,23,1,105302.89,1,0,0,155835.07,0 
1039,15687041,Trentino,573,France,Female,41,4,0,2,1,0,118863.27,0
1040,15634295,Chiu,652,Spain,Female,50,3,0,2,1,0,193222.89,0
1041,15764452,Wang,821,France,Male,34,7,122427.85,1,1,0,133349.04,0
 1042,15755721,Solomon,527,France,Female,32,3,0,2,1,1,125732.49,0
1043,15594661,Loggia,539,France,Female,45,8,0,1,1,1,165383.29,1
1044,15623791,Kao,681,Germany,Male,26,1,149747.11,2,1,0,81289.16,0 
8855,15794948,Lai,669,France,Male,51,2,0,2,1,0,209512.36,0
8856,15781177,Kuo,670,France,Male,42,8,0,2,0,1,103363.35,0
8857,15588733,Mironova,656,France,Male,41,2,0,1,1,0,86958.51,0
 8858,15775045,Wang,539,France,Male,48,6,121338.98,1,0,0,79053.26,1
8859,15765531,Manfrin,661,Spain,Male,56,2,0,2,1,1,129898.09,0
8860,15705410,Maynard,693,France,Female,29,5,0,2,1,1,126855.47,0 
9763,15684426,Fang,674,Spain,Female,30,4,0,2,1,1,178800.53,0
9764,15788430,Chinwendu,678,Spain,Male,37,9,0,1,1,1,145728.63,0
9765,15673311,Milne,716,France,Male,43,2,0,2,1,0,109748.13,0
 9766,15782521,Pai,738,Spain,Male,36,1,121813.13,1,1,1,171897.36,0
9767,15573917,Udinesi,797,France,Female,30,1,0,2,0,0,186331.05,0
9768,15691917,Yin,743,France,Male,36,9,0,1,1,0,104426.44,0 
1027,157481972,Kerr,702,France,Male,38,8,122290.28,1,1,1,9389.55,0
1028,15691164,Rizzo,739,France,Female,42,1,0,2,0,0,173500.08,0
1029,15622520,Buckley,758,Spain,Male,33,8,0,2,1,0,183636.18,0
 1030,15675067,Lombardi,829,Spain,Male,36,2,0,2,1,0,141436.25,0
1031,15667938,Walker,559,Spain,Male,31,3,0,2,1,0,65306.97,0
1032,15766003,McCarthy,732,Spain,Male,37,8,0,2,1,1,145683.39,0 
8269,15691012,Holt,549,Spain,Male,33,1,0,2,1,0,13981.8,0
8270,15684918,Howells,719,France,Male,43,2,0,2,1,1,187149.23,0
8271,15652737,Booth,816,France,Male,37,3,0,1,1,0,70557.47,0
 8272,15711819,White,749,Spain,Male,30,2,0,2,0,0,179489.19,0
8273,15642910,Henderson,619,Germany,Female,28,4,146827.83,1,1,1,154518.64,0
8274,15644743,Hsiung,637,Germany,Female,37,1,156588.32,1,1,1,140125.77,1 
6881,15588896,Watt,639,Spain,Female,41,9,0,2,1,0,102025.87,0
6882,15588591,Hou,762,Spain,Male,40,3,0,2,1,0,121755.34,1
6883,15724301,Y?,625,France,Female,26,6,108875.96,1,1,0,100844.68,0
 6884,15761407,Watt,619,Spain,Female,36,7,0,2,0,1,177845.23,0
6885,15778486,Yeates,663,France,Male,28,4,0,2,1,1,183777.54,0
6886,15681230,Kung,571,France,Male,32,9,0,2,0,0,22156.77,0 
8231,15802544,Moretti,669,France,Male,27,2,60036.75,1,1,0,81186.79,0
8232,15646890,Pai,732,France,Male,28,4,0,1,1,1,61160.39,0
8233,15719489,Fang,588,Spain,Male,33,6,0,2,1,1,181391.64,0
 8234,15732054,Kovalev,548,Spain,Male,28,3,0,2,1,1,147675.05,0
8235,15585269,Ellis,850,Spain,Female,37,1,121118.19,1,0,1,173980.31,0
8236,15768435,Zetticci,585,Spain,Male,41,6,0,2,0,0,162094.47,0 
6894,15740210,Mellor,531,Spain,Male,36,6,0,2,1,1,1158.67,0
6895,15779127,Evans,744,France,Male,39,3,0,1,1,1,1369.14,0
6896,15774578,Chinwendu,735,France,Male,33,9,0,2,0,0,1655.24,0
 6897,15596531,Fiorentini,736,France,Female,38,10,0,1,1,0,1079.72,1
6898,15749951,Golibe,634,Spain,Male,50,7,0,1,1,0,1075.2,1
6899,15764985,Maclean,535,France,Male,30,3,1401.42,1,1,1,1349.5,0 
7549,15802357,Boni,623,France,Male,35,7,0,2,1,0,4778.52,0
7550,15648899,Cameron,665,Germany,Male,40,4,131958.14,1,1,1,146943.21,0
7551,15672093,Burns,588,Spain,Male,39,1,0,2,0,1,152030.8,0
 7552,15592707,O'Donnell,782,France,Male,33,3,0,2,1,1,59578.46,0
7553,15647818,Shao,704,France,Female,34,8,0,2,1,1,132760.54,0
7554,15669609,Hsia,568,France,Female,32,9,135363.27,1,1,0,28448.52,0 
3432,15637263,Leach,706,Germany,Male,38,10,100282.53,1,1,1,156649.13,0
3433,15624008,Boni,803,Germany,Male,62,1,101788.11,1,0,0,105866.71,1
3434,15574856,Mao,796,France,Female,35,3,0,2,0,0,74989.81,0
 3435,15668968,Ni,616,France,Male,38,8,0,1,1,0,162369.83,0
3436,15565209,Yobanna,741,France,Female,54,2,130035.61,3,0,0,16719.01,1
3437,15710457,Fang,742,France,Female,52,0,0,1,1,1,160846.42,1 
8511,15607831,Feng,619,France,Female,39,1,0,2,0,0,163732.85,0
8512,15586943,Ch'eng,617,France,Male,43,4,0,2,0,1,110928.31,0
8513,15759430,Chu,739,Germany,Male,27,7,106838.08,1,0,0,30957.01,0
 8514,15794947,Golubev,619,France,Female,37,3,0,2,0,1,116721.79,0
8515,15753891,Chukwuemeka,539,France,Male,34,8,0,1,1,0,144860.23,0
8516,15795045,Ts'ui,520,France,Male,24,2,0,2,1,1,137731.32,0 
1645,15762459,Okechukwu,566,France,Female,36,4,109988.39,1,1,1,167943.83,0
1646,15618414,Eluemuno,653,France,Male,35,1,0,2,1,0,78858.13,0
1647,15642782,Booth,741,France,Female,24,5,94628.65,1,0,0,89025.14,1
 1648,15767099,Phillips,741,France,Male,31,7,0,2,1,1,126661.84,0
1649,15571843,Jennings,630,France,Male,40,0,0,2,1,0,83274.34,0
1650,15653898,Daluchi,715,Germany,Female,29,5,95113.3,1,0,0,1925.26,0 
2448,15605961,Thompson,638,France,Female,40,1,139548.19,1,0,1,151880.31,0
2449,1557598,Shih,743,France,Female,45,2,0,2,1,1,1266.85,0
2450,15753942,Johnstone,730,Spain,Male,51,1,0,1,1,1,1080.54,0
 2451,15734505,Yao,639,Germany,Male,34,8,128266.97,2,1,1,143960.33,0
2452,15735992,Kryukova,541,Spain,Male,25,10,0,1,1,1,3789.37,0
2453,15696032,Osborne,780,Germany,Male,37,9,109745.92,1,0,0,169968.57,1 
8242,15699667,Chiu,707,France,Male,36,8,119276.29,2,1,0,111404.67,0
8243,15777006,Hayes,812,France,Male,43,5,0,2,0,0,94728.81,0
8244,15784891,Ch'ang,591,Germany,Male,29,2,84926.91,1,1,0,108748.8,0
 8245,15735140,Mitchell,726,Spain,Male,40,3,0,2,1,1,146953.92,0
8246,15676094,Meredith,680,France,Male,30,5,0,2,1,1,164484.01,0
8247,15669115,Cameron,832,Spain,Female,37,4,0,2,0,0,158943.17,0 
6200,15623767,Azubuike,624,France,Female,40,8,0,2,1,1,140113.82,0
6201,15799446,Lavrentiev,731,France,Female,30,2,0,2,1,1,136099.91,0
6202,15607025,Hope,621,France,Male,32,5,0,1,1,1,141248.23,0
 6203,15626292,Wilson,781,Spain,Female,36,1,0,2,1,1,53011.93,0
6204,15582570,Manning,845,France,Male,29,3,0,2,1,1,166564.68,0
6205,15686777,Vasilyev,737,Germany,Male,35,8,122211.89,1,1,0,143300.42,0 
8682,15757808,Vance,742,Spain,Male,42,1,0,1,1,0,1458.7,0
8683,15676578,Macleod,657,France,Female,36,7,0,1,1,1,1925.35,0
8684,15671324,Worrall,663,Germany,Male,40,6,103591.92,2,1,1,145897.66,0
 8685,15744545,Shih,611,France,Male,33,3,135313.74,1,0,0,153839.25,0
8686,15586952,Shen,634,France,Female,29,5,97475.55,1,0,0,82986.19,0
8687,15586572,Zikoranachidimma,723,France,Male,28,10,0,2,0,1,39351.09,0 
1731,15614004,Chinewanda,756,Spain,Male,32,1,0,2,1,0,7197.31,0
1732,15802266,Davide,567,Spain,Male,37,4,0,1,1,1,170123.99,0
1733,15797317,Watson,665,Germany,Female,26,3,132080.01,1,1,0,44250.52,0
 1734,15606769,Fetherstonhaugh,834,Spain,Male,32,2,0,2,1,0,119037.28,0
1735,15738057,Nkemdilim,615,France,Male,48,1,0,1,0,0,98491.59,1
1736,15579922,Bentley,542,Spain,Female,28,2,0,2,1,0,105752.99,0 
1396,15663314,Ts'ai,731,Spain,Female,41,2,0,2,1,1,154942.03,0
1397,15755566,Cameron,622,France,Female,45,9,0,2,1,1,56669.15,0
1398,15578034,Allan,677,France,Male,34,8,0,2,0,0,63863.17,0
 1399,15799885,Hartigan,633,Germany,Male,61,5,135766.63,1,0,0,145868.22,1
1400,15711736,Yuan,567,Spain,Female,34,8,0,2,1,1,187820.64,0
1401,15646710,Osborne,512,France,Male,44,10,0,2,0,1,27348.83,0 
8690,15593653,T'ang,741,Germany,Male,30,10,107646.52,1,1,0,132954.17,0
8691,15571938,Howarth,850,Germany,Female,52,8,147607.78,1,1,0,156787.95,1
8692,15682717,Marchesi,812,Germany,Male,63,4,128237.87,1,1,1,154424.44,0
 8693,15725334,Ross,636,France,Male,31,5,0,2,1,0,126493.49,0
8694,15750816,Kelly,659,Spain,Male,34,1,0,2,1,0,105087.17,0
8695,15768043,Bergamaschi,744,Germany,Female,48,4,113410.44,1,1,1,130724.02,1 
5289,15778041,Enyinnaya,516,France,Male,34,1,146783.39,1,0,0,92623.07,0
5290,15762069,Chinwendu,556,Germany,Male,36,2,103550.09,2,1,1,147832.96,0
5291,15570083,Krylov,723,France,Male,40,7,163314.82,1,1,1,144902.66,0
 5292,15803536,Beneventi,614,Spain,Female,22,2,0,2,1,1,93619.14,0
5293,15796428,Kao,528,Spain,Female,30,8,0,2,1,0,125559.28,0
5294,15677603,K'ung,631,Germany,Male,36,9,153414.64,2,1,0,1093.65,0 
5271,15676898,Walker,631,France,Male,48,8,109855.55,1,1,0,175681.12,0
5272,15806445,Garcia,616,Germany,Female,31,2,128935.54,1,1,0,166876.21,0
5273,15666356,Chidi,714,Spain,Male,36,7,0,2,1,1,87915.5,0
 5274,15713112,Tu,667,Germany,Male,34,5,127810.54,2,1,1,176923.68,0
5275,15763236,Liang,770,France,Male,43,7,0,2,1,1,153736.97,0
5276,15750902,Tuan,850,France,Male,37,2,0,2,1,1,4889.19,0 
9302,15602769,Lettiere,779,France,Female,26,7,141088.92,1,1,0,181778.24,0
9303,15607910,Chung,757,France,Female,53,0,0,1,1,0,172981.19,1
9304,15711932,Sabbatini,739,France,Male,48,4,0,2,1,1,90176.02,0
 9305,15764189,Toscano,724,France,Female,42,8,106403.57,1,1,1,128275.8,0
9306,15590762,Burgess,479,Germany,Female,38,6,144620.89,2,1,1,103345.27,0
9307,15705444,Conway,850,Spain,Male,29,9,0,2,1,0,123687.87,0 
8233,15782332,Endrizzi,835,France,Female,30,1,0,2,1,1,19343.56,0
8234,15603657,Chibugo,850,Germany,Female,55,3,141257.32,1,1,0,33189.56,1
8235,15596610,Sabbatini,541,France,Male,23,4,0,2,1,1,46009.44,0
 8236,15620118,Kazantseva,648,France,Male,42,7,0,1,1,0,161327.56,1
8237,15717926,Chu,489,Spain,Female,42,9,76399.67,1,1,0,172431.33,0
8238,15759929,Nwebube,665,Germany,Male,55,1,108896.62,1,1,1,164874.79,0 
4960,15765533,Wickham,739,Germany,Male,25,3,101921.49,1,1,0,143693.3,0
4961,15662873,Perry,633,France,Male,44,6,0,2,0,0,117301.43,0
4962,15785881,Ferrari,701,Spain,Female,39,8,0,1,1,0,170762.13,0
 4963,15731067,Conway,834,Spain,Male,64,4,0,2,1,1,34897.24,0
4964,15594040,Korovin,646,France,Male,32,3,0,2,0,1,126710.09,0
4965,15759918,Ts'ao,755,France,Female,25,10,115463.32,1,0,0,58667.48,1 
5297,15790739,Li,751,France,Male,33,7,0,2,1,1,116096,0
5298,15771064,King,521,France,Male,29,1,0,2,1,1,143700,0
5299,15747029,Fiorentini,764,France,Female,28,5,0,2,1,0,100400,0
 5300,15678872,Chiemenam,746,Germany,Female,24,3,102694,1,1,1,117180,0
5301,15730782,George,633,Germany,Male,48,1,98115,1,1,0,146970,1
5302,15768032,T'ien,684,France,Male,35,9,0,2,1,0,184280,0 
8149,15729891,Anderson,637,France,Female,31,3,149499.29,1,1,1,157087.73,0
8150,15730758,McCartney,691,Spain,Female,36,4,0,1,1,0,44803.27,0
8151,15743350,Benson,722,Germany,Female,46,7,90235.87,1,1,1,170228.63,1
 8152,15690026,Pisano,802,France,Female,37,1,0,2,1,0,128737.2,0
8153,15795458,Mudd,769,France,Male,26,7,0,2,1,0,10379.46,0
8154,15807618,Buccho,618,France,Female,35,9,86564.81,1,1,1,179744.34,0 
9662,15776766,Nkemjika,662,France,Female,65,4,113730.44,1,1,0,74638.04,1
963,15774802,Hs?,716,France,Female,27,9,0,2,1,1,162678.92,0
964,15652330,T'ien,717,France,Male,40,1,0,2,1,1,82364.25,0
 965,15703561,Lu,743,France,Male,37,6,0,1,0,0,79688.88,0
966,15700457,Otitodilichukwu,626,France,Male,36,2,0,2,0,1,94566.48,0
967,15681375,Evans,745,France,Male,35,1,119944.59,1,0,1,161558.6,0 
7610,15649597,Buckley,741,France,Female,41,2,0,2,1,1,101442.56,0
7611,15774545,Trevisan,645,France,Male,31,4,0,2,1,0,131250.97,0
7612,15576451,Emerson,555,Spain,Male,26,8,0,1,0,1,157563.79,0
 7613,15595772,Walker,774,Germany,Female,40,1,83920.01,2,1,0,148188.28,0
7614,15788076,Trevisano,650,Germany,Male,32,3,155777.7,1,1,0,47252.44,0
7615,15720606,Chiemela,698,Spain,Female,32,8,0,2,1,0,93812.56,0 
8901,15772405,Mazzanti,644,France,Female,39,9,161727.32,1,0,0,156594.38,0
8902,15738069,Scott,463,France,Male,31,3,0,2,1,0,192491.61,0
8903,15781259,Sabbatini,533,France,Female,37,6,0,1,1,1,44127.94,0
 8904,15790235,Hsia,581,France,Female,43,7,0,2,1,1,90218.27,0
8905,15713192,Chineze,566,Spain,Female,35,6,123873.02,1,0,0,116062.7,0
8906,15632080,Atkins,708,Spain,Male,40,5,145552.78,2,0,1,29259.32,1 
1076,15598066,Davies,769,France,Male,36,7,0,2,0,0,156583.65,0
1077,15742729,Ts'ai,639,Spain,Male,24,7,102344.44,2,1,0,14098.55,0
1078,15660451,Ritchie,711,Spain,Male,36,4,0,2,1,1,174748.74,0
 1079,15630182,Nixon,766,Germany,Female,35,1,112929.49,2,1,0,39180.05,0
1080,15781769,Chikezie,637,France,Female,36,4,0,2,1,1,145728.64,0
1081,15644572,Hay,678,Spain,Male,38,1,0,2,1,0,81365.55,0 
6956,15804738,Chin,635,Spain,Female,40,2,0,2,1,0,164038.85,0
6957,15699094,Simmons,611,France,Male,36,3,0,2,1,0,160151.87,0
6958,15782370,Seppelt,746,France,Male,61,6,82859.06,1,1,0,89622.64,1
 6959,15677867,Lucciano,785,Spain,Female,36,9,0,2,1,1,190975.07,0
6960,15729190,Uspensky,608,France,Female,36,5,0,2,0,0,150910.71,0
6961,15757899,Singleton,689,France,Male,59,5,0,2,1,1,148830.58,0 
3139,15580581,Abramov,450,France,Female,31,9,0,2,1,0,6487.87,0
3140,15770138,Chin,678,Germany,Male,35,9,9897.65,2,0,1,146055.37,0
3141,15643035,Pisano,619,Germany,Male,34,2,147426.55,1,1,0,36335.25,0
 3142,15790390,MacDonald,655,France,Male,33,4,129930.88,1,1,1,22657.74,0
3143,15724926,Sagese,778,Spain,Male,44,9,0,1,1,1,122578.28,0
3144,15682381,Murphy,850,France,Male,29,4,0,2,1,1,121079.46,0 
7290,15589019,Thompson,521,France,Female,33,7,0,2,1,1,143614.33,0
7291,15626066,Trevisani,744,Spain,Male,36,9,0,2,1,1,107552.38,0
7292,15674926,Nkemakonam,711,France,Male,41,1,104275.66,1,1,0,20336.18,0
 7293,15655228,Yeh,651,France,Male,42,8,0,2,0,0,129686.55,0
7294,15734163,Yusupov,850,France,Male,37,7,117469.19,1,1,1,181931.03,0
7295,15669565,Nkemdilim,632,France,Male,38,8,0,2,1,0,130195.04,0 
6401,15643469,Dumetochukwu,547,France,Male,20,0,104917.35,1,1,0,163493.11,0
6402,1562408,Kang,653,Germany,Female,65,3,130007.96,2,1,1,98877.85,0
6403,15732749,Chukwudi,655,France,Female,42,8,0,2,1,1,114818.47,0
 6404,15697153,Dale,715,France,Female,33,4,0,2,1,1,139718.82,0
6405,15573658,Wiedenhecker,742,Spain,Male,33,3,0,1,0,0,136888.97,0
6406,15603821,Garcia,717,Spain,Female,37,7,0,2,1,1,183375.43,0 
7032,15753081,Nwachinemelu,721,France,Female,28,3,0,2,1,1,77667.25,0
7033,15679854,Manfrin,684,France,Female,41,1,0,2,1,1,78476.74,0
7034,15597920,Odinakachukwu,747,France,Male,40,5,0,2,0,0,121167.2,0
 7035,15653359,Chideya,576,France,Male,37,4,0,2,1,0,94890.71,0
7036,15622480,Chukwuebuka,619,France,Female,36,9,153014.31,1,0,1,51866.64,0
7037,15595829,Uspensky,711,France,Male,50,8,0,1,1,0,111056.33,1 
7394,15687447,Onyekaozulu,619,France,Male,61,1,0,1,1,0,143737.25,1
7395,15783411,Bentley,459,France,Male,34,1,0,2,1,0,36807.18,0
7396,15656564,Cross,766,Spain,Male,39,3,0,1,1,0,174218.22,0
 7397,15662073,Chiesa,746,France,Female,36,4,0,2,0,0,126486.81,0
7398,15577956,Bates,632,France,Male,50,9,0,2,1,0,96138.56,0
7399,15587031,Hs?,769,Spain,Male,58,5,0,1,1,1,141098.6,0 
2131,157700405,Kuo,615,France,Male,31,1,109780.88,1,1,0,111341.23,0
2132,156329077,Ch'iu,850,Germany,Female,48,1,105740.44,2,0,0,174514.3,1
2133,15631734,Beneventi,712,France,Male,24,8,0,1,1,1,51470.01,0
 2134,15587222,Yegorova,834,France,Female,46,5,0,2,1,0,49482.68,1
2135,15685821,Rizzo,685,France,Female,39,9,0,2,0,0,136099.25,0
2136,15618156,Chienezie,723,France,Female,62,2,0,2,0,1,141052.11,0 
9795,15654954,Yevdokimova,753,Spain,Male,42,10,0,2,1,0,13250.45,0
9796,15648042,Ts'ao,521,France,Male,53,9,0,2,0,1,1263.21,0
9797,15802726,Shih,724,France,Male,30,1,0,2,0,1,5614.92,0
 9798,15670249,Alexander,575,Spain,Female,33,2,0,2,1,0,2732.88,0
9799,15646568,Ch'ien,584,France,Male,24,2,0,2,1,1,193389.69,0
9800,15788860,Thomson,724,France,Male,28,4,0,2,1,1,194647.79,0 
5113,15704763,Gibson,757,Germany,Male,45,9,150903.34,1,0,1,151166.92,1
5114,15603543,Vasilieva,565,Germany,Female,29,2,118655.04,2,1,1,1079.86,0
5115,15771130,Ugochukwu,724,Germany,Male,32,6,127936.68,1,0,0,20822.51,0
 5116,15763563,Tung,581,France,Male,49,9,0,2,1,1,91523.46,0
5117,15747324,Yeh,670,Spain,Female,28,1,0,2,0,1,177662.12,0
5118,15766631,Macleod,569,France,Female,34,3,0,2,1,0,90403.92,0 
8270,15724265,Barnes,571,Germany,Male,31,9,107269.19,1,1,1,147594.52,0
8271,15601293,Hsia,796,France,Female,43,4,0,2,1,0,85608.15,0
8272,15761078,Lucchese,683,France,Male,39,1,0,1,1,0,102084.48,0
 8273,15705222,Chukwudi,797,France,Male,37,3,0,2,1,1,121305.17,0
8274,15667844,Long,521,France,Male,30,8,0,2,1,1,182769.68,0
8275,15792475,Lombardo,850,Germany,Female,34,9,59688.74,2,0,1,1777.16,0 
6241,15802398,Reed,719,Spain,Female,46,6,9983.25,1,1,1,12933.34,0
6242,15670083,Boni,738,Spain,Female,61,2,0,2,1,1,160919.92,0
6243,15797057,Tang,543,France,Female,51,2,0,1,1,1,80704.64,0
 6244,15732434,Boni,537,France,Male,40,2,0,2,0,0,66505.73,0
6245,15772852,Onyemauchechukwu,611,France,Female,38,8,0,1,1,1,75280.28,0
6246,15656543,Olisaemeka,621,France,Male,33,1,0,2,1,1,159898.98,0 
7255,15668051,Aksenov,651,France,Male,35,8,0,2,1,1,63170.56,0
7256,15694093,Bogolyubova,837,France,Female,32,2,0,2,1,1,108987.43,0
7257,15632441,Spencer,619,Germany,Male,35,4,120111.48,1,0,0,23036.8,0
 7258,15633245,Wynn-Roberts,746,Germany,Female,39,7,153431.51,2,1,1,10905.42,0
7259,15702369,Aksenov,567,France,Male,35,3,0,2,1,1,115770.32,0
7260,15579722,Humphries,767,Germany,Female,21,8,115733.38,1,1,1,142286.26,0 
8152,15722216,Ojiofor,604,France,Female,34,0,0,2,1,1,93561.32,0
8153,15581571,Nwachinemelu,584,Germany,Female,45,9,141785.51,1,1,1,78984.79,1
8154,15793616,Bergamaschi,724,France,Female,41,1,0,2,1,1,89196.83,0
 8155,15729441,Carr,667,France,Male,32,8,0,2,1,0,72853.21,0
8156,15646627,Calabresi,624,France,Female,34,1,0,1,1,0,158225.26,0
8157,15589411,Nwapa,633,France,Male,35,6,97718.48,1,1,0,149014.14,0 
